"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
3.721257453E1,1.171847105E0,1.725150585E0,3.356106758E0
3.721760520E1,1.706432819E0,1.537998915E0,3.512182236E0
3.722263588E1,2.122092485E0,1.278867245E0,3.687527657E0
3.722766656E1,2.393916607E0,9.622764587E-1,3.820160866E0
3.723269724E1,2.592524052E0,6.219804287E-1,3.814562798E0
3.723772791E1,2.658923626E0,3.062350750E-1,3.670812607E0
3.724275859E1,2.610292673E0,5.849552155E-2,3.441513062E0
3.724778927E1,2.433828354E0,-1.306345463E-1,3.083564758E0
3.725281994E1,2.077406406E0,-2.940506935E-1,2.596791267E0
3.725785083E1,1.568371654E0,-3.834517002E-1,2.114950180E0
3.726288171E1,1.018774390E0,-3.933947086E-1,1.642399788E0
3.726791260E1,5.106458664E-1,-3.858973980E-1,1.312787056E0
3.727294338E1,1.696956903E-1,-4.184494019E-1,1.087582588E0
3.727797411E1,3.168988228E-2,-4.962470531E-1,9.237089157E-1
3.728300479E1,9.567075968E-2,-5.388572216E-1,8.357753754E-1
3.728803546E1,3.231904209E-1,-5.520114899E-1,7.714519501E-1
3.729306614E1,6.564812660E-1,-5.556223392E-1,7.644891739E-1
3.729809682E1,9.895390272E-1,-6.459484100E-1,7.385320663E-1
3.730312750E1,1.355173230E0,-7.992804050E-1,6.985149384E-1
3.730815817E1,1.786704063E0,-9.153218269E-1,6.876182556E-1
3.731318885E1,2.289595366E0,-9.510545731E-1,6.580352783E-1
3.731821953E1,2.774407864E0,-9.592628479E-1,6.385974884E-1
3.732325020E1,3.152126312E0,-9.877562523E-1,6.484756470E-1
3.732828088E1,3.401257277E0,-1.069808483E0,5.393562317E-1
3.733331156E1,3.462113142E0,-1.209775686E0,3.256044388E-1
3.733834224E1,3.294255972E0,-1.354427099E0,3.101730347E-2
3.734337291E1,2.966481447E0,-1.507684469E0,-3.160095215E-1
3.734840359E1,2.498581648E0,-1.606545687E0,-6.345071793E-1
3.735343427E1,1.938184500E0,-1.693288088E0,-9.392480850E-1
3.735846494E1,1.308632493E0,-1.795784712E0,-1.240193844E0
3.736349562E1,6.953905821E-1,-1.875260115E0,-1.532781601E0
3.736852630E1,1.507545114E-1,-1.941104412E0,-1.802744389E0
3.737355698E1,-2.875397205E-1,-1.950529814E0,-1.987800121E0
3.737858765E1,-5.819513202E-1,-1.918389797E0,-2.145214558E0
3.738361833E1,-8.054013252E-1,-1.831021786E0,-2.293840408E0
3.738864901E1,-9.590520859E-1,-1.722702265E0,-2.433346748E0
3.739367968E1,-1.030107975E0,-1.584284544E0,-2.544446945E0
3.739871036E1,-1.072943091E0,-1.440447807E0,-2.588638306E0
3.740374104E1,-1.117876410E0,-1.311117887E0,-2.560945511E0
3.740877171E1,-1.103260398E0,-1.201982975E0,-2.580673218E0
3.741380239E1,-1.005351901E0,-1.128124714E0,-2.604436874E0
3.741883307E1,-9.344496727E-1,-1.094851732E0,-2.608121872E0
3.742386375E1,-9.148244858E-1,-1.045241356E0,-2.629847527E0
3.742889442E1,-9.275959730E-1,-1.017864943E0,-2.650386810E0
3.743392510E1,-9.390959144E-1,-9.890265465E-1,-2.703133106E0
3.743895578E1,-9.684806466E-1,-9.540061951E-1,-2.716303349E0
3.744398645E1,-1.001183987E0,-9.223902225E-1,-2.737764835E0
3.744901713E1,-1.046005487E0,-9.085905552E-1,-2.791347027E0
3.745404781E1,-1.030201435E0,-8.837590218E-1,-2.881779194E0
3.745907848E1,-1.020254374E0,-8.092701435E-1,-3.018695354E0
3.746410916E1,-1.026070118E0,-6.894423962E-1,-3.140097618E0
3.746913984E1,-9.762750864E-1,-5.858743191E-1,-3.294107437E0
3.747417057E1,-9.091352224E-1,-4.931771755E-1,-3.428317070E0
3.747920130E1,-8.243697286E-1,-3.677570820E-1,-3.538176537E0
3.748423203E1,-7.307711244E-1,-2.570316792E-1,-3.633427143E0
3.748926276E1,-6.518886685E-1,-1.414644718E-1,-3.728581905E0
3.749429348E1,-5.590257049E-1,3.246307373E-3,-3.761651516E0
3.749932421E1,-4.526368380E-1,1.440711021E-1,-3.766440868E0
3.750435494E1,-3.572051525E-1,2.670063972E-1,-3.743182659E0
3.750938567E1,-2.686009407E-1,3.867573738E-1,-3.663419247E0
3.751441640E1,-1.539041400E-1,4.748177528E-1,-3.508222103E0
3.751944713E1,-4.662540555E-2,5.170688629E-1,-3.287342072E0
3.752447786E1,1.994475722E-2,5.278902054E-1,-3.019974709E0
3.752950859E1,1.087671220E-1,5.214114189E-1,-2.729929447E0
3.753453932E1,2.205959558E-1,4.878349304E-1,-2.412294388E0
3.753957005E1,3.608648181E-1,4.699954987E-1,-2.090870857E0
3.754460078E1,4.963370264E-1,4.438223839E-1,-1.717763424E0
3.754963151E1,5.890596509E-1,4.474444389E-1,-1.326437950E0
3.755466224E1,6.538747549E-1,4.807310104E-1,-8.881659508E-1
3.755969296E1,7.293171287E-1,4.858183861E-1,-4.027948380E-1
3.756472369E1,8.544278145E-1,4.910154343E-1,3.897857666E-2
3.756975442E1,9.530220032E-1,5.294747353E-1,4.182357788E-1
3.757478515E1,9.824634194E-1,5.769677162E-1,7.686719894E-1
3.757981588E1,9.432337880E-1,6.236910820E-1,1.095220566E0
3.758484661E1,8.210064173E-1,6.838483810E-1,1.340585709E0
3.758987734E1,6.728345156E-1,7.668843269E-1,1.509683609E0
3.759490807E1,5.363561511E-1,8.394303322E-1,1.602525711E0
3.759993880E1,4.535703063E-1,9.304661751E-1,1.604693413E0
3.760496953E1,4.330108166E-1,9.735317230E-1,1.587753296E0
3.761000026E1,5.024927258E-1,1.016985893E0,1.570600510E0
3.761503099E1,6.089633703E-1,1.042269230E0,1.548159599E0
3.762006171E1,7.048045993E-1,1.044960976E0,1.558537483E0
3.762509244E1,7.332212925E-1,9.967818260E-1,1.625433922E0
3.763012317E1,6.521918774E-1,9.171109200E-1,1.739155769E0
3.763515390E1,3.911056221E-1,8.679552078E-1,1.856736183E0
3.764018463E1,2.291807532E-2,8.394460678E-1,1.930515289E0
3.764521536E1,-3.999905288E-1,8.646674156E-1,2.003761292E0
3.765024609E1,-7.504984736E-1,9.575328827E-1,2.110054970E0
3.765527682E1,-8.884736300E-1,1.060402870E0,2.234955788E0
3.766030755E1,-7.599611878E-1,1.168723583E0,2.387754440E0
3.766533828E1,-3.492982090E-1,1.268132210E0,2.620908737E0
3.767036901E1,2.167703360E-1,1.353979588E0,2.905526161E0
3.767539974E1,8.607819080E-1,1.379019737E0,3.327421188E0
3.768043046E1,1.406789184E0,1.334164143E0,3.852942467E0
3.768546119E1,1.872251511E0,1.176202774E0,4.496679306E0
3.769049192E1,2.219514847E0,9.380846024E-1,5.000796318E0
3.769552265E1,2.449842453E0,6.576156616E-1,5.308448792E0
3.770055338E1,2.587101460E0,4.063019753E-1,5.362583160E0
3.770558411E1,2.536253214E0,1.983561516E-1,5.182556152E0
3.771061484E1,2.276710987E0,1.006698608E-2,4.792284012E0
3.771564557E1,1.838732004E0,-1.581139565E-1,4.158218384E0
3.772067630E1,1.260133028E0,-2.719862461E-1,3.404656410E0
3.772570703E1,5.767500997E-1,-3.019173145E-1,2.612679482E0
3.773073776E1,-1.428918242E-1,-3.094098568E-1,1.810818672E0
3.773576848E1,-8.354672790E-1,-3.274443150E-1,1.089853287E0
3.774079921E1,-1.437287092E0,-3.606657982E-1,4.832077026E-1
3.774582994E1,-1.898402214E0,-4.283242226E-1,-2.827167511E-2
3.775086067E1,-2.302571535E0,-4.731001854E-1,-3.011741638E-1
3.775589140E1,-2.675782919E0,-5.341897011E-1,-3.497838974E-1
3.776092213E1,-2.929003954E0,-5.744750500E-1,-2.456922531E-1
3.776595286E1,-3.145026684E0,-5.857372284E-1,1.614570618E-2
3.777098359E1,-3.277225256E0,-5.554256439E-1,4.217948914E-1
3.777601432E1,-3.292621374E0,-5.093920231E-1,8.952226639E-1
3.778104505E1,-3.177095175E0,-4.734575748E-1,1.350921631E0
3.778607578E1,-2.887181044E0,-4.158060551E-1,1.794309616E0
3.779110651E1,-2.455864429E0,-3.855893612E-1,2.130229950E0
3.779613718E1,-1.872849345E0,-3.548612595E-1,2.296957970E0
3.780116786E1,-1.266265035E0,-3.047714233E-1,2.290077209E0
3.780619854E1,-6.633739471E-1,-2.588334084E-1,2.095379829E0
3.781122921E1,-1.824888885E-1,-2.161502838E-1,1.741540909E0
3.781625989E1,1.632040143E-1,-1.800374985E-1,1.256963730E0
3.782129057E1,3.409519792E-1,-1.630580425E-1,7.033376694E-1
3.782632125E1,4.423104525E-1,-1.632802486E-1,1.326284409E-1
3.783135192E1,4.869030714E-1,-2.172458172E-1,-3.745079041E-1
3.783638260E1,5.285553932E-1,-3.423800468E-1,-9.909610748E-1
3.784141328E1,5.928605795E-1,-4.841537476E-1,-1.612114906E0
3.784644395E1,5.566545725E-1,-6.219453812E-1,-2.152511120E0
3.785147463E1,4.780741334E-1,-7.543945312E-1,-2.612874031E0
3.785650531E1,3.240722418E-1,-9.140102863E-1,-2.988977909E0
3.786153598E1,1.473740041E-1,-1.090615511E0,-3.262082100E0
3.786656666E1,-3.327637911E-2,-1.274521828E0,-3.456291199E0
3.787159734E1,-2.324223816E-1,-1.461161613E0,-3.533329964E0
3.787662802E1,-4.555231929E-1,-1.598723412E0,-3.512104988E0
3.788165869E1,-6.604008675E-1,-1.697982788E0,-3.420910835E0
3.788668937E1,-7.810996771E-1,-1.798480988E0,-3.297544479E0
3.789172005E1,-8.184567690E-1,-1.867950678E0,-3.232375145E0
3.789675073E1,-7.782039642E-1,-1.931345224E0,-3.215347290E0
3.790178140E1,-7.283638120E-1,-1.951168299E0,-3.183955193E0
3.790681208E1,-6.608889103E-1,-1.918784618E0,-3.099696636E0
3.791184276E1,-5.674905181E-1,-1.902027369E0,-3.005462170E0
3.791687343E1,-4.774951935E-1,-1.858484983E0,-2.958469868E0
3.792190411E1,-3.814719319E-1,-1.850971460E0,-3.006287098E0
3.792693479E1,-2.889616489E-1,-1.827157736E0,-3.086532116E0
3.793196546E1,-2.049172521E-1,-1.796674013E0,-3.141816139E0
3.793699614E1,-1.488658786E-1,-1.730756283E0,-3.196191788E0
3.794202682E1,-1.162313819E-1,-1.648383856E0,-3.264144897E0
3.794705750E1,-1.260862947E-1,-1.573057413E0,-3.326730728E0
3.795208817E1,-1.304612756E-1,-1.490296841E0,-3.388794899E0
3.795711885E1,-1.192827225E-1,-1.409206152E0,-3.546137810E0
3.796214953E1,-1.066837907E-1,-1.329338074E0,-3.621857166E0
3.796718020E1,-5.890768766E-2,-1.259761810E0,-3.668836117E0
3.797221088E1,-4.262268543E-2,-1.176155090E0,-3.615503788E0
3.797724156E1,1.406508684E-2,-1.063892841E0,-3.543393135E0
3.798227224E1,6.854283810E-2,-9.372577667E-1,-3.433383942E0
3.798730291E1,1.168085337E-1,-8.247539997E-1,-3.299873352E0
3.799233359E1,1.355584860E-1,-6.929845810E-1,-3.166698456E0
3.799736427E1,2.067503929E-1,-5.610072613E-1,-3.158179283E0
3.800239494E1,2.640448213E-1,-4.143171310E-1,-3.259816170E0
3.800742567E1,3.266902566E-1,-2.379934788E-1,-3.318679810E0
3.801245640E1,4.182664454E-1,-4.568648338E-2,-3.359081268E0
3.801748713E1,5.668486357E-1,1.535105705E-1,-3.319133759E0
3.802251786E1,7.623189092E-1,3.744020462E-1,-3.203954697E0
3.802754859E1,9.039902687E-1,5.787839890E-1,-3.042376041E0
3.803257932E1,9.490479231E-1,7.524561882E-1,-2.815351963E0
3.803761005E1,9.978940487E-1,8.333590031E-1,-2.508641243E0
3.804264078E1,1.123018980E0,8.597900867E-1,-2.170053482E0
3.804767151E1,1.186536074E0,9.271957874E-1,-1.789858341E0
3.805270224E1,1.184493303E0,1.011436462E0,-1.286662102E0
3.805773296E1,1.150414824E0,1.059640884E0,-7.561550140E-1
3.806276369E1,1.093964338E0,1.038134336E0,-2.269449234E-1
3.806779442E1,1.005558014E0,9.896984100E-1,2.772083282E-1
3.807282515E1,9.189732075E-1,9.762916565E-1,7.469034195E-1
3.807785588E1,7.770247459E-1,9.689192772E-1,1.211003304E0
3.808288661E1,6.134105921E-1,9.434134960E-1,1.607460976E0
3.808791734E1,4.759554267E-1,9.236471653E-1,1.984214783E0
3.809294807E1,3.502817750E-1,8.808720112E-1,2.331751823E0
3.809797880E1,1.644421518E-1,8.391170502E-1,2.688334465E0
3.810300953E1,-9.111380577E-2,7.934269905E-1,3.197493553E0
3.810804026E1,-3.158782125E-1,7.288410664E-1,3.658418655E0
3.811307098E1,-4.420368671E-1,5.925562382E-1,3.966100693E0
3.811810171E1,-6.223356724E-1,3.842601776E-1,4.345685005E0
3.812313244E1,-7.520458698E-1,2.228672504E-1,4.668180466E0
3.812816317E1,-8.648401499E-1,1.410634518E-1,4.924336433E0
3.813319390E1,-1.032304287E0,9.981846809E-2,5.114470482E0
3.813822463E1,-1.258944750E0,1.367189884E-1,5.205401421E0
3.814325536E1,-1.492021799E0,2.223944664E-1,5.259612083E0
3.814828609E1,-1.646109819E0,3.752832413E-1,5.162514687E0
3.815331682E1,-1.660531521E0,5.854272842E-1,4.971661568E0
3.815834755E1,-1.576212406E0,7.957015038E-1,4.744208336E0
3.816337828E1,-1.520203829E0,9.925048351E-1,4.527513504E0
3.816840901E1,-1.561258435E0,1.171667814E0,4.321156502E0
3.817343974E1,-1.619131565E0,1.348285437E0,4.081696510E0
3.817847046E1,-1.675109744E0,1.498982668E0,4.019366264E0
3.818350119E1,-1.643269300E0,1.634001255E0,4.028500557E0
3.818853192E1,-1.532866478E0,1.667637110E0,4.061121941E0
3.819356265E1,-1.371399999E0,1.634064436E0,4.117165565E0
3.819859338E1,-1.104287982E0,1.509924889E0,4.206226349E0
3.820362411E1,-7.572386265E-1,1.309847593E0,4.247196198E0
3.820865484E1,-4.317433834E-1,1.062885284E0,4.173410416E0
3.821368557E1,-2.105246782E-1,8.265330791E-1,3.970885277E0
3.821871630E1,-5.297851562E-2,6.441564560E-1,3.572852135E0
3.822374703E1,6.534695625E-2,5.446739197E-1,3.032071114E0
3.822877776E1,1.339184642E-1,4.710981846E-1,2.439336777E0
3.823380849E1,6.476503611E-2,3.615481853E-1,1.914029121E0
3.823883921E1,-9.625208378E-2,2.016196251E-1,1.475087166E0
3.824386994E1,-2.357956767E-1,5.321741104E-2,1.074582100E0
3.824890067E1,-3.505828381E-1,-6.962156296E-2,7.698478699E-1
3.825393140E1,-6.098814607E-1,-1.482813358E-1,5.272951126E-1
3.825896213E1,-8.153119683E-1,-1.692831516E-1,4.807825089E-1
3.826399286E1,-7.930724025E-1,-1.862330437E-1,6.061630249E-1
3.826902359E1,-5.123133063E-1,-2.143204212E-1,8.745727539E-1
3.827405432E1,-4.173511267E-2,-2.595503330E-1,1.247849464E0
3.827908500E1,4.749816358E-1,-2.656195164E-1,1.611479759E0
3.828411567E1,9.941411018E-1,-2.332210541E-1,2.037450790E0
3.828914635E1,1.761591911E0,-3.689920902E-1,2.291932106E0
3.829417703E1,2.508241653E0,-4.582467079E-1,2.590999603E0
3.829920770E1,3.203378916E0,-5.156455040E-1,2.786721230E0
3.830423838E1,3.916753769E0,-5.507073402E-1,2.798150063E0
3.830926906E1,4.593185425E0,-5.821261406E-1,2.692492485E0
3.831429974E1,5.172032356E0,-6.424980164E-1,2.450569153E0
3.831933041E1,5.616979122E0,-6.973013878E-1,2.019681931E0
3.832436109E1,5.815082073E0,-7.500064373E-1,1.380528450E0
3.832939177E1,5.782616615E0,-8.087291718E-1,5.615625381E-1
3.833442244E1,5.539682865E0,-8.476490974E-1,-3.037986755E-1
3.833945312E1,5.123970985E0,-8.599145412E-1,-1.192435265E0
3.834448380E1,4.586510658E0,-8.913910389E-1,-1.971260548E0
3.834951448E1,4.002351284E0,-9.594972134E-1,-2.655500412E0
3.835454515E1,3.466044903E0,-1.048448086E0,-3.221983433E0
3.835957583E1,2.962174416E0,-1.138244629E0,-3.599521637E0
3.836460651E1,2.481100082E0,-1.200232983E0,-3.855328560E0
3.836963718E1,2.071182728E0,-1.253899097E0,-3.951164722E0
3.837466786E1,1.737878799E0,-1.285897970E0,-3.968104839E0
3.837969854E1,1.448131800E0,-1.311825991E0,-3.915281773E0
3.838472921E1,1.163337231E0,-1.313723326E0,-3.811418533E0
3.838975989E1,8.823827505E-1,-1.302295446E0,-3.713527679E0
3.839479057E1,6.563988924E-1,-1.259454012E0,-3.530362129E0
3.839982125E1,3.930948377E-1,-1.186619759E0,-3.338071346E0
3.840485192E1,1.583013833E-1,-1.156754017E0,-3.174547672E0
3.840988260E1,-4.861015081E-2,-1.151821852E0,-3.111125469E0
3.841491328E1,-2.137033939E-1,-1.129555225E0,-3.109187603E0
3.841994395E1,-3.231883645E-1,-1.100197554E0,-3.149364948E0
3.842497463E1,-4.493556023E-1,-1.064205170E0,-3.169356823E0
3.843000531E1,-5.598015189E-1,-9.930455685E-1,-3.102310658E0
3.843503598E1,-6.697579622E-1,-9.442720413E-1,-3.015366077E0
3.844006666E1,-8.181190491E-1,-8.605070114E-1,-2.922982693E0
3.844509734E1,-9.524187446E-1,-7.897193432E-1,-2.839538574E0
3.845012802E1,-9.671376348E-1,-6.888871193E-1,-2.769797325E0
3.845515869E1,-9.430557489E-1,-6.058304310E-1,-2.699371338E0
3.846018937E1,-9.272946715E-1,-5.116431713E-1,-2.623489380E0
3.846522005E1,-9.385699630E-1,-4.156620502E-1,-2.551769257E0
3.847025072E1,-9.140123129E-1,-3.224844933E-1,-2.522465706E0
3.847528140E1,-8.817307949E-1,-2.126240730E-1,-2.502106667E0
3.848031208E1,-8.408781886E-1,-8.560204506E-2,-2.514681816E0
3.848534276E1,-8.148658872E-1,3.501200676E-2,-2.555440903E0
3.849037343E1,-7.793533206E-1,1.544098854E-1,-2.590970039E0
3.849540411E1,-7.678442001E-1,2.779879570E-1,-2.616701126E0
3.850043479E1,-7.564820051E-1,3.821182251E-1,-2.623188019E0
3.850546546E1,-7.503776550E-1,5.101652145E-1,-2.562760353E0
3.851049614E1,-7.496253848E-1,6.335523129E-1,-2.492948532E0
3.851552687E1,-7.164338231E-1,7.429687977E-1,-2.366065979E0
3.852055760E1,-6.467131376E-1,8.482472897E-1,-2.120151043E0
3.852558833E1,-5.268297195E-1,9.733550549E-1,-1.741067886E0
3.853061906E1,-3.907462358E-1,1.079765797E0,-1.295874119E0
3.853564979E1,-2.379916310E-1,1.157604933E0,-8.131790161E-1
3.854068052E1,-8.685225248E-2,1.211160421E0,-3.740625381E-1
3.854571125E1,5.408841372E-2,1.244913578E0,6.476593018E-2
3.855074198E1,1.568538547E-1,1.258513212E0,5.178461075E-1
3.855577270E1,1.935285330E-1,1.246812105E0,9.088296890E-1
3.856080343E1,2.321363091E-1,1.242877722E0,1.238019943E0
3.856583416E1,1.782621443E-1,1.279918432E0,1.476967812E0
3.857086489E1,9.956789017E-2,1.324142694E0,1.649826050E0
3.857589562E1,2.509886026E-2,1.365823507E0,1.728063583E0
3.858092635E1,-5.511844158E-2,1.419396877E0,1.726105690E0
3.858595708E1,-1.420122683E-1,1.465908051E0,1.701336861E0
3.859098781E1,-2.227199972E-1,1.534259319E0,1.677563667E0
3.859601854E1,-2.030817568E-1,1.567421436E0,1.520668030E0
3.860104927E1,-1.465443969E-1,1.618545055E0,1.340569496E0
3.860608000E1,-3.033739328E-2,1.649898052E0,1.208767891E0
3.861111072E1,2.162308991E-1,1.657623291E0,1.057838440E0
3.861614145E1,5.017341375E-1,1.661643028E0,9.496440887E-1
3.862117218E1,7.160100341E-1,1.643732548E0,8.550548553E-1
3.862620291E1,8.780382276E-1,1.547269821E0,9.124164581E-1
3.863123364E1,1.133667231E0,1.310721636E0,9.062032700E-1
3.863626437E1,1.304054976E0,1.078108072E0,1.032526016E0
3.864129510E1,1.368306160E0,8.592600822E-1,1.181191444E0
3.864632583E1,1.362516522E0,6.303184032E-1,1.366540909E0
3.865135656E1,1.112532854E0,4.200601578E-1,1.488133430E0
3.865638729E1,6.202635169E-1,3.045437336E-1,1.493683815E0
3.866141802E1,-7.549765706E-2,2.831370831E-1,1.421861649E0
3.866644875E1,-7.808610201E-1,3.309412003E-1,1.387885094E0
3.867147948E1,-1.295704603E0,4.281058311E-1,1.439613342E0
3.867651020E1,-1.464739323E0,4.737818241E-1,1.552829742E0
3.868154093E1,-1.275459886E0,5.060181618E-1,1.736742973E0
3.868657166E1,-7.750728130E-1,5.291705132E-1,1.962473869E0
3.869160239E1,-2.181515098E-1,5.999433994E-1,2.325846672E0
3.869663312E1,4.301953912E-1,6.502933502E-1,2.707695961E0
3.870166385E1,1.163414001E0,6.794941425E-1,2.941191673E0
3.870669458E1,1.865261078E0,6.538276672E-1,3.122552872E0
3.871172531E1,2.391180754E0,6.120233536E-1,3.189743996E0
3.871675604E1,2.611232042E0,5.308570862E-1,3.128456116E0
3.872178677E1,2.491010666E0,5.118117332E-1,2.972000122E0
3.872681750E1,2.051916361E0,4.744286537E-1,2.801395416E0
3.873184822E1,1.603138089E0,3.668611050E-1,2.496786118E0
3.873687895E1,1.170945168E0,2.377402782E-1,2.110628128E0
3.874190968E1,7.082324028E-1,1.596226692E-1,1.723962784E0
3.874694041E1,2.520039976E-1,9.011030197E-2,1.369937897E0
3.875197114E1,-1.570883989E-1,-1.815032959E-2,1.086554527E0
3.875700182E1,-4.550016820E-1,-1.268002987E-1,8.545589447E-1
3.876203250E1,-5.917851925E-1,-2.266881466E-1,7.218732834E-1
3.876706317E1,-6.886953115E-1,-3.232584000E-1,6.886472702E-1
3.877209385E1,-8.284436464E-1,-3.839411736E-1,7.359895706E-1
3.877712453E1,-1.031260967E0,-4.097471237E-1,8.306932449E-1
3.878215520E1,-1.245096207E0,-4.303936958E-1,9.730720520E-1
3.878718588E1,-1.427420020E0,-4.323873520E-1,1.149024963E0
3.879221656E1,-1.612338662E0,-4.360198975E-1,1.368475914E0
3.879724724E1,-1.833631516E0,-4.373178482E-1,1.574254036E0
3.880227791E1,-2.014822006E0,-4.275839329E-1,1.694934845E0
3.880730859E1,-2.151380301E0,-4.170718193E-1,1.783443451E0
3.881233927E1,-2.229224205E0,-3.776609898E-1,1.773038864E0
3.881736994E1,-2.200579643E0,-3.381922245E-1,1.692552567E0
3.882240062E1,-2.113498688E0,-2.699832916E-1,1.546831131E0
3.882743130E1,-1.915709734E0,-1.822378635E-1,1.397945404E0
3.883246198E1,-1.607176304E0,-1.128721237E-1,1.221857071E0
3.883749265E1,-1.287879944E0,-7.076048851E-2,1.018389702E0
3.884252333E1,-9.760828614E-1,-8.379745483E-2,8.351697922E-1
3.884755401E1,-6.754009724E-1,-1.227166653E-1,6.481494904E-1
3.885258468E1,-4.131143093E-1,-1.725382805E-1,3.854560852E-1
3.885761536E1,-2.119804621E-1,-2.374308109E-1,1.187524796E-1
3.886264604E1,-6.132161617E-2,-3.359580040E-1,-1.664628983E-1
3.886767671E1,5.429798365E-2,-4.435651302E-1,-5.133972168E-1
3.887270739E1,1.451471746E-1,-5.404784679E-1,-8.169889450E-1
3.887773807E1,2.263098657E-1,-6.550648212E-1,-1.139564037E0
3.888276875E1,2.843849957E-1,-7.726228237E-1,-1.495531082E0
3.888779942E1,2.864655852E-1,-9.023795128E-1,-1.861028194E0
3.889283010E1,2.230693698E-1,-1.020178080E0,-2.231327534E0
3.889786078E1,8.412271738E-2,-1.130687952E0,-2.587348938E0
3.890289145E1,-1.030396223E-1,-1.238632441E0,-2.900498867E0
3.890792213E1,-2.922534347E-1,-1.348829985E0,-3.123080730E0
3.891295281E1,-4.519881606E-1,-1.451953411E0,-3.288711548E0
3.891798348E1,-5.741555691E-1,-1.543520927E0,-3.397452354E0
3.892301416E1,-6.312890649E-1,-1.614604235E0,-3.434880257E0
3.892804484E1,-6.289838552E-1,-1.665743351E0,-3.458346367E0
3.893307552E1,-5.867750645E-1,-1.678428888E0,-3.419855118E0
3.893810619E1,-4.668607712E-1,-1.682039738E0,-3.352764130E0
3.894313687E1,-3.271794319E-1,-1.653186798E0,-3.285664558E0
3.894816755E1,-1.582261920E-1,-1.621092319E0,-3.208821297E0
3.895319822E1,3.521925211E-2,-1.581367493E0,-3.155579090E0
3.895822890E1,2.390577793E-1,-1.524697781E0,-3.168836594E0
3.896325958E1,3.914034963E-1,-1.465493202E0,-3.157604218E0
3.896829026E1,4.831112921E-1,-1.408300877E0,-3.198494911E0
3.897332093E1,5.433306694E-1,-1.348127842E0,-3.277140617E0
3.897835161E1,5.627800226E-1,-1.279519081E0,-3.393748283E0
3.898338229E1,5.466048717E-1,-1.197166681E0,-3.495848656E0
3.898841296E1,4.899561405E-1,-1.133850336E0,-3.540726662E0
3.899344364E1,4.696135223E-1,-1.084161758E0,-3.547812462E0
3.899847432E1,5.049724579E-1,-1.028376102E0,-3.426499367E0
3.900350500E1,4.673465490E-1,-9.807460308E-1,-3.234327316E0
3.900853567E1,3.769059181E-1,-9.222514629E-1,-3.033410549E0
3.901356635E1,3.115502596E-1,-8.577895164E-1,-2.876201153E0
3.901859708E1,2.677793503E-1,-7.684342861E-1,-2.700271130E0
3.902362781E1,2.225033641E-1,-6.733405590E-1,-2.524706841E0
3.902865854E1,1.662935615E-1,-5.199503899E-1,-2.378179550E0
3.903368927E1,1.134482026E-1,-3.512687683E-1,-2.275055885E0
3.903872000E1,5.899578333E-2,-1.768610477E-1,-2.244002342E0
3.904375072E1,-4.050534964E-2,1.782727242E-2,-2.237229347E0
